ID	type	start	end	strand	locus_tag	symbol	entrezID
gene-Cj0630c	protein_coding	591537	592502	-	Cj0630c	Cj0630c	904888
gene-Cj0040	protein_coding	59154	59477	+	Cj0040	Cj0040	904375
gene-Cj0631c	protein_coding	592495	594429	-	Cj0631c	Cj0631c	904960
gene-5UTR_Cj0630c	5UTR	592503	592524	-	Cj0630c	5UTR_Cj0630c	0
gene-5UTR_Cj0631c	5UTR	594430	594462	-	Cj0631c	5UTR_Cj0631c	0
gene-5UTR_Cj0632	5UTR	594519	594547	+	Cj0632	5UTR_Cj0632	0
gene-Cj0632	protein_coding	594548	595570	+	Cj0632	ilvC	904961
gene-Cj0041	protein_coding	59493	61289	+	Cj0041	fliK	904378
gene-Cj0633	protein_coding	595574	596656	+	Cj0633	Cj0633	904962
gene-Cj0634	protein_coding	596646	597419	+	Cj0634	dprA	904964
gene-Cj0635	protein_coding	597416	597799	+	Cj0635	Cj0635	904965
gene-5UTR_Cj0636	5UTR	597574	597827	+	Cj0636	5UTR_Cj0636	0
gene-Cj0636	protein_coding	597828	598667	+	Cj0636	Cj0636	904966
gene-Cj0637c	protein_coding	598843	599340	-	Cj0637c	mrsA	904967
gene-Cj0638c	protein_coding	599381	599899	-	Cj0638c	ppa	904968
gene-Cj0639c	protein_coding	599909	600487	-	Cj0639c	adk	904969
gene-Cj0640c	protein_coding	600484	602235	-	Cj0640c	aspS	904820
gene-5UTR_Cj0640c	5UTR	602236	602268	-	Cj0640c	5UTR_Cj0640c	0
gene-Cj0641	protein_coding	602326	603186	+	Cj0641	pnk	905135
gene-5UTR_Cj0641	5UTR	602326	602326	+	Cj0641	5UTR_Cj0641	0
gene-Cj0642	protein_coding	603186	604709	+	Cj0642	recN	905122
gene-5UTR_Cj0643	5UTR	604744	604814	+	Cj0643	5UTR_Cj0643	0
gene-Cj0643	protein_coding	604815	606059	+	Cj0643	cbrR	904970
gene-Cj0644	protein_coding	606050	606865	+	Cj0644	Cj0644	904971
gene-Cj0645	protein_coding	606865	607983	+	Cj0645	Cj0645	904972
gene-Cj0646	protein_coding	607943	608770	+	Cj0646	Cj0646	904973
gene-Cj0647	protein_coding	608776	609264	+	Cj0647	Cj0647	904974
gene-Cj0648	protein_coding	609255	609770	+	Cj0648	Cj0648	904975
gene-Cj0649	protein_coding	609752	610213	+	Cj0649	Cj0649	904976
gene-5UTR_Cj0650	5UTR	610132	610209	+	Cj0650	5UTR_Cj0650	0
gene-Cj0650	protein_coding	610210	610806	+	Cj0650	engB	904977
gene-Cj0651	protein_coding	610803	611297	+	Cj0651	Cj0651	904978
gene-Cj0652	protein_coding	611298	613103	+	Cj0652	pbpC	904979
gene-Cj0653c	protein_coding	613224	615014	-	Cj0653c	Cj0653c	904980
gene-Cj0042	protein_coding	61343	62227	+	Cj0042	flgD	904379
gene-5UTR_Cj0653c	5UTR	615015	615069	-	Cj0653c	5UTR_Cj0653c	0
gene-5UTR_Cj0654c	5UTR	616486	616559	-	Cj0654c	5UTR_Cj0654c	0
gene-Cj0659c	protein_coding	616572	617120	-	Cj0659c	Cj0659c	904910
gene-Cj0660c	protein_coding	617113	618219	-	Cj0660c	Cj0660c	904982
gene-Cj0661c	protein_coding	618206	619081	-	Cj0661c	era	904983
gene-Cj0662c	protein_coding	619078	620397	-	Cj0662c	hslU	904984
gene-Cj0663c	protein_coding	620394	620936	-	Cj0663c	hslV	904986
gene-Cj0664c	protein_coding	620936	621379	-	Cj0664c	rplI	904987
gene-Cj0665c	protein_coding	621392	622612	-	Cj0665c	argG	904988
gene-Cj0043	protein_coding	62231	63868	+	Cj0043	flgE	906016
gene-5UTR_Cj0665c	5UTR	622613	622645	-	Cj0665c	5UTR_Cj0665c	0
gene-Cj0667	protein_coding	622768	623013	+	Cj0667	Cj0667	904989
gene-5UTR_Cj0667	5UTR	622768	622768	+	Cj0667	5UTR_Cj0667	0
gene-Cj0668	protein_coding	623010	623417	+	Cj0668	Cj0668	904990
gene-Cj0669	protein_coding	623410	624138	+	Cj0669	Cj0669	905196
gene-5UTR_Cj0670	5UTR	623984	624137	+	Cj0670	5UTR_Cj0670	0
gene-Cj0670	protein_coding	624138	625388	+	Cj0670	rpoN	904991
gene-5UTR_Cj0671	5UTR	625520	625551	+	Cj0671	5UTR_Cj0671	0
gene-Cj0671	protein_coding	625552	626976	+	Cj0671	dcuB	904992
gene-5UTR_Cj0672	5UTR	627105	627117	+	Cj0672	5UTR_Cj0672	0
gene-Cj0672	protein_coding	627118	627306	+	Cj0672	Cj0672	904993
gene-Cj0677	protein_coding	629020	631065	+	Cj0677	kdpB	904995
gene-5UTR_Cj0678	5UTR	631002	631066	+	Cj0678	5UTR_Cj0678	0
gene-Cj0680c	protein_coding	633589	635562	-	Cj0680c	uvrB	904998
gene-5UTR_Cj0681	5UTR	635671	635715	+	Cj0681	5UTR_Cj0681	0
gene-Cj0681	protein_coding	635716	635946	+	Cj0681	Cj0681	904999
gene-Cj0682	protein_coding	635936	636178	+	Cj0682	Cj0682	905000
gene-Cj0683	protein_coding	636175	636612	+	Cj0683	Cj0683	905001
gene-Cj0684	protein_coding	636594	638447	+	Cj0684	priA	905002
gene-Cj0685c	protein_coding	638540	639892	-	Cj0685c	cipA	905003
gene-Cj0044c	protein_coding	63872	65743	-	Cj0044c	Cj0044c	904380
gene-5UTR_Cj0685c	5UTR	639893	639915	-	Cj0685c	5UTR_Cj0685c	0
gene-5UTR_Cj0686	5UTR	639972	639997	+	Cj0686	5UTR_Cj0686	0
gene-Cj0686	protein_coding	639998	641071	+	Cj0686	ispG	905004
gene-Cj0687c	protein_coding	641102	641800	-	Cj0687c	flgH	905006
gene-5UTR_Cj0687c	5UTR	641801	641959	-	Cj0687c	5UTR_Cj0687c	0
gene-5UTR_Cj0688	5UTR	641848	641889	+	Cj0688	5UTR_Cj0688	0
gene-Cj0688	protein_coding	641890	643395	+	Cj0688	pta	905007
gene-Cj0689	protein_coding	643409	644599	+	Cj0689	ackA	905008
gene-Cj0690c	protein_coding	644627	648379	-	Cj0690c	Cj0690c	905009
gene-5UTR_Cj0691	5UTR	648266	648528	+	Cj0691	5UTR_Cj0691	0
gene-5UTR_Cj0690c	5UTR	648380	648415	-	Cj0690c	5UTR_Cj0690c	0
gene-Cj0691	protein_coding	648529	649020	+	Cj0691	Cj0691	905010
gene-Cj0692c	protein_coding	649008	649946	-	Cj0692c	Cj0692c	905011
gene-5UTR_Cj0005c	5UTR	6499	6525	-	Cj0005c	5UTR_Cj0005c	0
gene-Cj0693c	protein_coding	649946	650884	-	Cj0693c	Cj0693c	905012
gene-5UTR_Cj0694	5UTR	651019	651042	+	Cj0694	5UTR_Cj0694	0
gene-Cj0694	protein_coding	651043	652533	+	Cj0694	Cj0694	905013
gene-Cj0695	protein_coding	652530	653918	+	Cj0695	ftsA	905014
gene-5UTR_Cj0696	5UTR	653831	653933	+	Cj0696	5UTR_Cj0696	0
gene-Cj0696	protein_coding	653934	655046	+	Cj0696	ftsZ	905015
gene-Cj0697	protein_coding	655202	656014	+	Cj0697	flgG2	905016
gene-5UTR_Cj0698	5UTR	656033	656042	+	Cj0698	5UTR_Cj0698	0
gene-Cj0698	protein_coding	656043	656834	+	Cj0698	flgG	905017
gene-Cj0699c	protein_coding	656901	658331	-	Cj0699c	glnA	905018
gene-Cj0045c	protein_coding	65744	66466	-	Cj0045c	Cj0045c	904381
gene-5UTR_Cj0700	5UTR	658498	658533	+	Cj0700	5UTR_Cj0700	0
gene-Cj0700	protein_coding	658534	659229	+	Cj0700	Cj0700	905019
gene-Cj0701	protein_coding	659226	660479	+	Cj0701	Cj0701	905020
gene-Cj0702	protein_coding	660480	660974	+	Cj0702	purE	905021
gene-Cj0703	protein_coding	660984	661520	+	Cj0703	Cj0703	905022
gene-Cj0704	protein_coding	661532	662395	+	Cj0704	glyQ	905023
gene-sRNA_CJas_Cj0704	sRNA	661695	661794	-	CJas_Cj0704	sRNA_CJas_Cj0704	0
gene-Cj0705	protein_coding	662382	663107	+	Cj0705	Cj0705	905024
gene-5UTR_Cj0706	5UTR	663079	663116	+	Cj0706	5UTR_Cj0706	0
gene-Cj0706	protein_coding	663117	663833	+	Cj0706	Cj0706	905025
gene-Cj0707	protein_coding	663830	664987	+	Cj0707	kdtA	905026
gene-5UTR_Cj0045c	5UTR	66467	66492	-	Cj0045c	5UTR_Cj0045c	0
gene-5UTR_Cj0708	5UTR	664890	664967	+	Cj0708	5UTR_Cj0708	0
gene-Cj0708	protein_coding	664968	665720	+	Cj0708	Cj0708	905027
gene-5UTR_Cj0709	5UTR	665755	665787	+	Cj0709	5UTR_Cj0709	0
gene-Cj0709	protein_coding	665788	667125	+	Cj0709	ffh	905028
gene-Cjs03	misc_RNA	66646	66744	+	Cjs03	Cjs03	0
gene-Cj0710	protein_coding	667190	667417	+	Cj0710	rpsP	905030
gene-Cj0711	protein_coding	667420	667662	+	Cj0711	Cj0711	904497
gene-5UTR_Cj0712	5UTR	667583	667654	+	Cj0712	5UTR_Cj0712	0
gene-Cj0712	protein_coding	667655	668194	+	Cj0712	rimM	904519
gene-Cj0713	protein_coding	668191	668895	+	Cj0713	trmD	904477
gene-5UTR_Cj0006	5UTR	6683	6702	+	Cj0006	5UTR_Cj0006	0
gene-5UTR_Cj0714	5UTR	668817	668905	+	Cj0714	5UTR_Cj0714	0
gene-Cj0714	protein_coding	668906	669262	+	Cj0714	rplS	905031
gene-5UTR_Cj0715	5UTR	669371	669394	+	Cj0715	5UTR_Cj0715	0
gene-Cj0715	protein_coding	669395	669808	+	Cj0715	Cj0715	905032
gene-Cj0716	protein_coding	669832	671172	+	Cj0716	Cj0716	905033
gene-Cj0006	protein_coding	6703	8010	+	Cj0006	Cj0006	904346
gene-Cj0717	protein_coding	671169	671498	+	Cj0717	Cj0717	905035
gene-sRNA_CJnc60	sRNA	671518	671798	-	CJnc60	sRNA_CJnc60	0
gene-Cj0718	protein_coding	671946	675548	+	Cj0718	dnaE	905036
gene-Cj0719c	protein_coding	675560	676192	-	Cj0719c	Cj0719c	905037
gene-Cj0720c	protein_coding	676227	676976	-	Cj0720c	flaC	905038
gene-5UTR_Cj0720c	5UTR	676977	677004	-	Cj0720c	5UTR_Cj0720c	0
gene-Cj0721c	protein_coding	677015	677485	-	Cj0721c	Cj0721c	905039
gene-5UTR_Cj0721c	5UTR	677486	677502	-	Cj0721c	5UTR_Cj0721c	0
gene-Cj0722c	protein_coding	677498	678313	-	Cj0722c	Cj0722c	905040
gene-Cj0723c	protein_coding	678310	679497	-	Cj0723c	Cj0723c	905041
gene-Cj0724	protein_coding	679624	679809	+	Cj0724	Cj0724	905042
gene-Cj0725c	protein_coding	679806	680348	-	Cj0725c	mogA	905043
gene-Cj0726c	protein_coding	680369	681352	-	Cj0726c	corA	905044
gene-5UTR_Cj0726c	5UTR	681353	681372	-	Cj0726c	5UTR_Cj0726c	0
gene-Cj0727	protein_coding	681469	682515	+	Cj0727	Cj0727	905045
gene-Cj0728	protein_coding	682526	683851	+	Cj0728	Cj0728	905046
gene-Cj0729	protein_coding	683848	684657	+	Cj0729	Cj0729	905047
gene-Cj0730	protein_coding	684654	685493	+	Cj0730	Cj0730	905048
gene-Cj0053c	protein_coding	68532	69548	-	Cj0053c	mnmA	904383
gene-Cj0731	protein_coding	685494	686273	+	Cj0731	Cj0731	905049
gene-Cj0732	protein_coding	686277	687266	+	Cj0732	Cj0732	905050
gene-5UTR_Cj0733	5UTR	687045	687262	+	Cj0733	5UTR_Cj0733	0
gene-Cj0733	protein_coding	687263	687901	+	Cj0733	Cj0733	905051
gene-Cj0734c	protein_coding	687925	688680	-	Cj0734c	hisJ	905052
gene-5UTR_Cj0734c	5UTR	688681	688703	-	Cj0734c	5UTR_Cj0734c	0
gene-5UTR_Cj0735	5UTR	688882	689006	+	Cj0735	5UTR_Cj0735	0
gene-Cj0735	protein_coding	689007	689726	+	Cj0735	Cj0735	905053
gene-Cj0736	protein_coding	689656	691584	+	Cj0736	Cj0736	905054
gene-5UTR_Cj0738	5UTR	692570	692725	+	Cj0738	5UTR_Cj0738	0
gene-Cj0054c	protein_coding	69548	70153	-	Cj0054c	Cj0054c	904384
gene-Cjr07	rRNA	696424	697936	+	Cjr07	Cjr07	0
gene-Cjp14	tRNA	698041	698116	+	Cjp14	tRNAAla	0
gene-Cjp15	tRNA	698125	698201	+	Cjp15	tRNAIle	0
gene-Cjr08	rRNA	698743	701654	+	Cjr08	Cjr08	0
gene-5UTR_Cj0054c	5UTR	70154	70175	-	Cj0054c	5UTR_Cj0054c	0
gene-Cjr09	rRNA	701939	702058	+	Cjr09	Cjr09	0
gene-Cj0055c	protein_coding	70274	71098	-	Cj0055c	Cj0055c	904386
gene-Cj0747	protein_coding	702810	702917	+	Cj0747	Cj0747	905062
gene-5UTR_Cj0748	5UTR	703019	703026	+	Cj0748	5UTR_Cj0748	0
gene-Cj0748	protein_coding	703027	703119	+	Cj0748	Cj0748	905063
gene-Cj0753c	protein_coding	704442	705125	-	Cj0753c	tonB3	905065
gene-Cj0755	protein_coding	705450	707540	+	Cj0755	cfrA	905066
gene-5UTR_Cj0757	5UTR	707802	707839	+	Cj0757	5UTR_Cj0757	0
gene-Cj0757	protein_coding	707840	708634	+	Cj0757	hrcA	905067
gene-Cj0758	protein_coding	708631	709161	+	Cj0758	grpE	905068
gene-Cj0759	protein_coding	709183	711054	+	Cj0759	dnaK	905069
gene-5UTR_Cj0055c	5UTR	71099	71274	-	Cj0055c	5UTR_Cj0055c	0
gene-5UTR_Cj0760	5UTR	711296	711313	+	Cj0760	5UTR_Cj0760	0
gene-Cj0760	protein_coding	711314	712336	+	Cj0760	Cj0760	905070
gene-Cj0761	protein_coding	712406	712747	+	Cj0761	Cj0761	905071
gene-Cj0762c	protein_coding	712797	713966	-	Cj0762c	aspB	905072
gene-Cj0763c	protein_coding	714138	714776	-	Cj0763c	cysE	905073
gene-Cj0764c	protein_coding	714777	716612	-	Cj0764c	speA	905074
gene-5UTR_Cj0056c	5UTR	71572	71756	-	Cj0056c	5UTR_Cj0056c	0
gene-Cj0765c	protein_coding	716609	717835	-	Cj0765c	hisS	905075
gene-5UTR_Cj0764c	5UTR	716613	716628	-	Cj0764c	5UTR_Cj0764c	0
gene-Cj0766c	protein_coding	717832	718410	-	Cj0766c	tmk	905076
gene-Cj0767c	protein_coding	718401	718877	-	Cj0767c	coaD	905077
gene-Cj0768c	protein_coding	718917	719480	-	Cj0768c	Cj0768c	905078
gene-5UTR_Cj0057	5UTR	71935	72004	+	Cj0057	5UTR_Cj0057	0
gene-Cj0769c	protein_coding	719477	720139	-	Cj0769c	flgA	905079
gene-Cj0057	protein_coding	72005	72859	+	Cj0057	Cj0057	904388
gene-5UTR_Cj0769c	5UTR	720140	720169	-	Cj0769c	5UTR_Cj0769c	0
gene-Cj0770c	protein_coding	720223	720999	-	Cj0770c	Cj0770c	905080
gene-Cj0771c	protein_coding	721009	721779	-	Cj0771c	Cj0771c	905081
gene-Cj0772c	protein_coding	721828	722601	-	Cj0772c	Cj0772c	905082
gene-Cj0773c	protein_coding	722791	723702	-	Cj0773c	Cj0773c	905083
gene-Cj0774c	protein_coding	723699	724709	-	Cj0774c	Cj0774c	905084
gene-5UTR_Cj0774c	5UTR	724710	724920	-	Cj0774c	5UTR_Cj0774c	0
gene-Cj0775c	protein_coding	724714	727326	-	Cj0775c	valS	904417
gene-Cj0776c	protein_coding	727349	728371	-	Cj0776c	Cj0776c	905085
gene-5UTR_Cj0776c	5UTR	728372	728404	-	Cj0776c	5UTR_Cj0776c	0
gene-Cj0058	protein_coding	72844	73443	+	Cj0058	Cj0058	904390
gene-5UTR_Cj0777	5UTR	728484	728499	+	Cj0777	5UTR_Cj0777	0
gene-Cj0777	protein_coding	728500	730530	+	Cj0777	Cj0777	905086
gene-5UTR_Cj0778	5UTR	730544	730568	+	Cj0778	5UTR_Cj0778	0
gene-Cj0778	protein_coding	730569	731306	+	Cj0778	peb2	905087
gene-5UTR_Cj0779	5UTR	731358	731404	+	Cj0779	5UTR_Cj0779	0
gene-Cj0779	protein_coding	731405	731932	+	Cj0779	tpx	905088
gene-5UTR_Cj0780	5UTR	732153	732178	+	Cj0780	5UTR_Cj0780	0
gene-Cj0780	protein_coding	732179	734953	+	Cj0780	napA	905089
gene-Cj0059c	protein_coding	73492	74334	-	Cj0059c	fliY	904391
gene-Cj0781	protein_coding	734971	735711	+	Cj0781	napG	904514
gene-Cj0782	protein_coding	735708	736490	+	Cj0782	napH	904348
gene-Cj0783	protein_coding	736487	737011	+	Cj0783	napB	904951
gene-Cj0784	protein_coding	737016	737930	+	Cj0784	napL	905090
gene-Cj0785	protein_coding	737923	738261	+	Cj0785	napD	905091
gene-Cj0786	protein_coding	738274	738447	+	Cj0786	Cj0786	905092
gene-Cj0787	protein_coding	738526	738774	+	Cj0787	Cj0787	905224
gene-Cj0788	protein_coding	738771	739262	+	Cj0788	Cj0788	905093
gene-Cj0789	protein_coding	739231	740349	+	Cj0789	cca	905094
gene-5UTR_Cj0790	5UTR	740286	740345	+	Cj0790	5UTR_Cj0790	0
gene-Cj0790	protein_coding	740346	741170	+	Cj0790	purU	905095
gene-Cj0791c	protein_coding	741167	742441	-	Cj0791c	Cj0791c	905097
gene-5UTR_Cj0791c	5UTR	742442	742457	-	Cj0791c	5UTR_Cj0791c	0
gene-5UTR_Cj0792	5UTR	742471	742476	+	Cj0792	5UTR_Cj0792	0
gene-Cj0792	protein_coding	742477	743355	+	Cj0792	Cj0792	905098
gene-Cj0060c	protein_coding	74331	75410	-	Cj0060c	fliM	904392
gene-5UTR_Cj0059c	5UTR	74335	74445	-	Cj0059c	5UTR_Cj0059c	0
gene-Cj0793	protein_coding	743359	744378	+	Cj0793	flgS	905099
gene-5UTR_Cj0794	5UTR	744431	744494	+	Cj0794	5UTR_Cj0794	0
gene-Cj0794	protein_coding	744495	745775	+	Cj0794	Cj0794	905100
gene-Cj0795c	protein_coding	745833	747260	-	Cj0795c	murF	905101
gene-Cj0796c	protein_coding	747261	747980	-	Cj0796c	Cj0796c	905199
gene-Cj0797c	protein_coding	747982	748197	-	Cj0797c	Cj0797c	905230
gene-5UTR_Cj0797c	5UTR	748198	748226	-	Cj0797c	5UTR_Cj0797c	0
gene-Cj0798c	protein_coding	748257	749297	-	Cj0798c	ddl	905128
gene-Cj0799c	protein_coding	749307	749858	-	Cj0799c	ruvA	905102
gene-Cj0800c	protein_coding	749834	751693	-	Cj0800c	Cj0800c	905103
gene-5UTR_Cj0800c	5UTR	751694	751718	-	Cj0800c	5UTR_Cj0800c	0
gene-5UTR_Cj0801	5UTR	751766	751796	+	Cj0801	5UTR_Cj0801	0
gene-Cj0801	protein_coding	751797	753248	+	Cj0801	Cj0801	905104
gene-5UTR_Cj0802	5UTR	753126	753247	+	Cj0802	5UTR_Cj0802	0
gene-Cj0802	protein_coding	753248	754636	+	Cj0802	cysS	905105
gene-Cj0061c	protein_coding	75410	76126	-	Cj0061c	fliA	904393
gene-Cj0803	protein_coding	754629	756371	+	Cj0803	msbA	905106
gene-5UTR_Cj0804	5UTR	756388	756402	+	Cj0804	5UTR_Cj0804	0
gene-Cj0804	protein_coding	756403	757461	+	Cj0804	pyrD	905107
gene-Cj0805	protein_coding	757458	758708	+	Cj0805	Cj0805	905108
gene-Cj0806	protein_coding	758701	759597	+	Cj0806	dapA	905109
gene-Cj0807	protein_coding	759597	760376	+	Cj0807	Cj0807	905110
gene-Cj0808c	protein_coding	760417	760722	-	Cj0808c	Cj0808c	905112
gene-Cj0809c	protein_coding	760734	761330	-	Cj0809c	Cj0809c	905113
gene-Cj0062c	protein_coding	76083	76439	-	Cj0062c	Cj0062c	904394
gene-5UTR_Cj0809c	5UTR	761331	761370	-	Cj0809c	5UTR_Cj0809c	0
gene-5UTR_Cj0810	5UTR	761379	761403	+	Cj0810	5UTR_Cj0810	0
gene-Cj0810	protein_coding	761404	762144	+	Cj0810	nadE	906011
gene-Cj0811	protein_coding	762148	763074	+	Cj0811	lpxK	905114
gene-5UTR_Cj0812	5UTR	762949	763070	+	Cj0812	5UTR_Cj0812	0
gene-Cj0812	protein_coding	763071	764483	+	Cj0812	thrC	905115
gene-Cj0813	protein_coding	764480	765199	+	Cj0813	kdsB	905116
gene-Cj0063c	protein_coding	76458	77324	-	Cj0063c	Cj0063c	904395
gene-5UTR_Cj0814	5UTR	765240	765303	+	Cj0814	5UTR_Cj0814	0
gene-5UTR_Cj0817	5UTR	766669	766691	+	Cj0817	5UTR_Cj0817	0
gene-Cj0817	protein_coding	766692	767462	+	Cj0817	glnH	905120
gene-5UTR_Cj0818	5UTR	767524	767554	+	Cj0818	5UTR_Cj0818	0
gene-Cj0818	protein_coding	767555	767782	+	Cj0818	Cj0818	905121
gene-Cj0819	protein_coding	767808	768032	+	Cj0819	Cj0819	905123
gene-Cj0820c	protein_coding	768029	768763	-	Cj0820c	fliP	905124
gene-5UTR_Cj0821	5UTR	768876	768905	+	Cj0821	5UTR_Cj0821	0
gene-Cj0821	protein_coding	768906	770195	+	Cj0821	glmU	905125
gene-Cj0822	protein_coding	770192	771346	+	Cj0822	dfp	905213
gene-Cj0823	protein_coding	771343	771960	+	Cj0823	Cj0823	905126
gene-Cj0824	protein_coding	771964	772632	+	Cj0824	uppS	905127
gene-Cj0825	protein_coding	772629	773405	+	Cj0825	Cj0825	905130
gene-Cj0064c	protein_coding	77317	78771	-	Cj0064c	flhF	904464
gene-5UTR_Cj0826	5UTR	773349	773404	+	Cj0826	5UTR_Cj0826	0
gene-Cj0826	protein_coding	773405	774430	+	Cj0826	Cj0826	905219
gene-Cj0827	protein_coding	774427	775152	+	Cj0827	truA	904389
gene-Cj0828c	protein_coding	775149	776360	-	Cj0828c	ilvA	904335
gene-Cj0829c	protein_coding	776360	776773	-	Cj0829c	Cj0829c	905131
gene-5UTR_Cj0828c	5UTR	776361	776382	-	Cj0828c	5UTR_Cj0828c	0
gene-5UTR_Cj0829c	5UTR	776774	776786	-	Cj0829c	5UTR_Cj0829c	0
gene-5UTR_Cj0830	5UTR	776863	776891	+	Cj0830	5UTR_Cj0830	0
gene-Cj0830	protein_coding	776892	777308	+	Cj0830	Cj0830	904930
gene-Cj0831c	protein_coding	777295	778368	-	Cj0831c	trmA	905134
gene-Cj0832c	protein_coding	778365	780098	-	Cj0832c	Cj0832c	904915
gene-Cj0833c	protein_coding	780095	780844	-	Cj0833c	Cj0833c	905132
gene-Cj0834c	protein_coding	780841	782079	-	Cj0834c	Cj0834c	905133
gene-Cj0835c	protein_coding	782129	784675	-	Cj0835c	acnB	905137
gene-5UTR_Cj0835c	5UTR	784676	784731	-	Cj0835c	5UTR_Cj0835c	0
gene-5UTR_Cj0836	5UTR	784713	784729	+	Cj0836	5UTR_Cj0836	0
gene-Cj0836	protein_coding	784730	785182	+	Cj0836	ogt	904456
gene-Cj0837c	protein_coding	785174	786115	-	Cj0837c	Cj0837c	905005
gene-Cj0838c	protein_coding	786119	788005	-	Cj0838c	metG	905186
gene-Cj0065c	protein_coding	78781	79254	-	Cj0065c	folK	904396
gene-Cj0839c	protein_coding	788015	788212	-	Cj0839c	Cj0839c	905138
gene-Cj0840c	protein_coding	788205	789047	-	Cj0840c	fbp	905148
gene-Cj0841c	protein_coding	789049	789540	-	Cj0841c	mobB	904424
gene-Cj0842	protein_coding	789636	790121	+	Cj0842	Cj0842	905139
gene-Cj0843c	protein_coding	790018	791643	-	Cj0843c	Cj0843c	905140
gene-Cj0844c	protein_coding	791640	791921	-	Cj0844c	Cj0844c	905141
gene-Cj0845c	protein_coding	791924	793219	-	Cj0845c	gltX	905144
gene-Cj0066c	protein_coding	79257	79736	-	Cj0066c	aroQ	904397
gene-5UTR_Cj0845c	5UTR	793220	793246	-	Cj0845c	5UTR_Cj0845c	0
gene-Cj0846	protein_coding	793305	794429	+	Cj0846	Cj0846	905145
gene-5UTR_Cj0846	5UTR	793305	793305	+	Cj0846	5UTR_Cj0846	0
gene-Cj0847	protein_coding	794426	795226	+	Cj0847	psd	904800
gene-Cj0848c	protein_coding	795223	795504	-	Cj0848c	Cj0848c	905149
gene-Cj0849c	protein_coding	795501	797660	-	Cj0849c	Cj0849c	905146
gene-5UTR_Cj0066c	5UTR	79737	79765	-	Cj0066c	5UTR_Cj0066c	0
gene-Cj0850c	protein_coding	797653	798840	-	Cj0850c	Cj0850c	905150
gene-5UTR_Cj0067	5UTR	79810	79826	+	Cj0067	5UTR_Cj0067	0
gene-Cj0067	protein_coding	79827	81056	+	Cj0067	Cj0067	904398
gene-Cj0851c	protein_coding	798818	799321	-	Cj0851c	Cj0851c	905151
gene-5UTR_Cj0850c	5UTR	798841	799029	-	Cj0850c	5UTR_Cj0850c	0
gene-Cj0852c	protein_coding	799321	799650	-	Cj0852c	Cj0852c	905153
gene-Cj0853c	protein_coding	799647	800921	-	Cj0853c	hemL	905185
gene-5UTR_Cj0852c	5UTR	799651	799688	-	Cj0852c	5UTR_Cj0852c	0
gene-Cj0854c	protein_coding	800918	801265	-	Cj0854c	Cj0854c	905154
gene-5UTR_Cj0854c	5UTR	801266	801287	-	Cj0854c	5UTR_Cj0854c	0
gene-5UTR_Cj0855	5UTR	801310	801344	+	Cj0855	5UTR_Cj0855	0
gene-Cj0855	protein_coding	801345	802193	+	Cj0855	folD	905155
gene-Cj0856	protein_coding	802203	803051	+	Cj0856	lepP	905156
gene-Cj0857c	protein_coding	803073	804233	-	Cj0857c	moeA	905221
gene-Cj0858c	protein_coding	804230	805486	-	Cj0858c	murA	905157
gene-5UTR_Cj0858c	5UTR	805487	805512	-	Cj0858c	5UTR_Cj0858c	0
gene-Cj0859c	protein_coding	805552	805980	-	Cj0859c	Cj0859c	905158
gene-5UTR_Cj0859c	5UTR	805981	806007	-	Cj0859c	5UTR_Cj0859c	0
gene-5UTR_Cj0860	5UTR	806052	806074	+	Cj0860	5UTR_Cj0860	0
gene-Cj0860	protein_coding	806075	806947	+	Cj0860	Cj0860	905161
gene-Cj0861c	protein_coding	806934	807500	-	Cj0861c	pabA	905163
gene-Cj0862c	protein_coding	807497	809281	-	Cj0862c	pabB	905164
gene-Cj0863c	protein_coding	809271	810335	-	Cj0863c	xerD	905165
gene-5UTR_Cj0007	5UTR	8103	8143	+	Cj0007	5UTR_Cj0007	0
gene-5UTR_Cj0863c	5UTR	810336	810377	-	Cj0863c	5UTR_Cj0863c	0
gene-Cj0068	protein_coding	81044	81940	+	Cj0068	pspA	905251
gene-5UTR_Cj0864	5UTR	810910	810962	+	Cj0864	5UTR_Cj0864	0
gene-Cj0864	protein_coding	810963	811322	+	Cj0864	Cj0864	904441
gene-Cj0865	protein_coding	811319	812119	+	Cj0865	dsbB	905166
gene-5UTR_Cj0872	5UTR	813646	813674	+	Cj0872	5UTR_Cj0872	0
gene-Cj0872	protein_coding	813675	814316	+	Cj0872	dsbA	905167
gene-Cj0007	protein_coding	8144	12634	+	Cj0007	gltB	904339
gene-5UTR_Cj0876c	5UTR	815338	815366	-	Cj0876c	5UTR_Cj0876c	0
gene-Cj0877c	protein_coding	815432	815524	-	Cj0877c	Cj0877c	905171
gene-5UTR_Cj0878	5UTR	815519	815544	+	Cj0878	5UTR_Cj0878	0
gene-Cj0878	protein_coding	815545	815691	+	Cj0878	Cj0878	905143
gene-Cj0879c	protein_coding	815669	816301	-	Cj0879c	Cj0879c	904821
gene-Cj0880c	protein_coding	816298	816540	-	Cj0880c	Cj0880c	905170
gene-Cj0881c	protein_coding	816524	817570	-	Cj0881c	Cj0881c	905173
gene-5UTR_Cj0881c	5UTR	817571	817662	-	Cj0881c	5UTR_Cj0881c	0
gene-Cj0882c	protein_coding	817579	819753	-	Cj0882c	flhA	905174
