# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	name	symbol	locus_tag	feature_interval_length	product_length	chromosome_name
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	500394	501287	+	EAQ73288.1	polyprenyl synthetase family protein		CJJ81176_0566	894	297.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	501287	502585	+	EAQ73434.1	glutamyl-tRNA reductase	hemA	CJJ81176_0567	1299	432.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	502569	504278	+	EAQ73370.1	prolyl-tRNA synthetase	proS	CJJ81176_0568	1710	569.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	504275	504664	+	EAQ73040.1	membrane protein, putative		CJJ81176_0569	390	129.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	504661	505584	+	EAQ72963.1	porphobilinogen deaminase	hemC	CJJ81176_0570	924	307.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	505581	507383	+	EAQ72958.1	3-octaprenyl-4-hydroxybenzoate carboxy-lyase, putative		CJJ81176_0571	1803	600.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	507540	507905	+	EAQ72996.2	flagellar protein FlaG	flaG	CJJ81176_0572	366	121.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	507908	509836	+	EAQ73028.1	flagellar hook-associated protein FliD	fliD	CJJ81176_0573	1929	642.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	509848	510234	+	EAQ73362.1	flagellar protein FliS	fliS	CJJ81176_0574	387	128.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	510299	510490	+	EAQ73428.2	hypothetical protein		CJJ81176_0575	192	63.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	510922	511491	+	EAQ73320.1	translation elongation factor P	efp	CJJ81176_0576	570	189.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	511650	512342	+	EAQ73218.1	membrane protein, putative		CJJ81176_0577	693	230.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	512329	513282	+	EAQ73365.1	membrane protein, putative		CJJ81176_0578	954	317.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	513292	514296	+	EAQ73310.1	hypothetical protein		CJJ81176_0579	1005	334.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	514411	515697	+	EAQ73061.1	membrane protein, putative		CJJ81176_0580	1287	428.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	515708	516505	+	EAQ73018.1	hypothetical protein		CJJ81176_0581	798	265.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	516502	517587	-	EAQ73282.1	membrane protein, putative		CJJ81176_0582	1086	361.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	517584	518816	-	EAQ73086.1	gamma-glutamyl phosphate reductase	proA	CJJ81176_0583	1233	410.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	518887	519822	+	EAQ73120.1	pyridine nucleotide-disulfide oxidoreductase family protein		CJJ81176_0584	936	311.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	520003	521331	+	EAQ73184.1	MATE efflux family protein, authentic frameshift		CJJ81176_0585	1329	442.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	521379	522308	-	EAQ73177.1	hypothetical protein		CJJ81176_0586	930	309.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	522462	523838	+	EAQ73243.1	replicative DNA helicase	dnaB	CJJ81176_0587	1377	458.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	523943	524503	+	EAQ73349.1	hypothetical protein		CJJ81176_0588	561	186.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	524494	524700	+	EAQ73348.2	membrane protein, putative		CJJ81176_0589	207	68.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	524842	525519	+	EAQ73471.1	hypothetical protein		CJJ81176_0590	678	225.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	525591	526457	+	EAQ73299.1	hypothetical protein		CJJ81176_0591	867	288.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	526457	527239	+	EAQ73089.1	hypothetical protein		CJJ81176_0592	783	260.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	527243	527707	+	EAQ73290.1	hypothetical protein		CJJ81176_0593	465	154.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	527714	528019	+	EAQ73341.1	hypothetical protein		CJJ81176_0594	306	101.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	528028	528237	+	EAQ73410.1	hypothetical protein		CJJ81176_0595	210	69.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	528194	529096	+	EAQ73413.1	conserved hypothetical protein, authentic frameshift		CJJ81176_0596	903	300.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	529241	529963	+	EAQ73455.1	transcriptional regulator, putative		CJJ81176_0597	723	240.0	CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	529985	530060	-		tRNA-Met		CJJ81176_1722	76		CP000538.1
tRNA		GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	530095	530169	-		tRNA-Gln		CJJ81176_1723	75		CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	530214	531281	+	EAQ73046.2	3,4-dihydroxy-2-butanone 4-phosphate synthase	ribB	CJJ81176_0600	1068	355.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	531293	531736	+	EAQ73113.1	GatB/Yqey family protein		CJJ81176_0601	444	147.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	531754	533454	+	EAQ73121.1	acetolactate synthase, large subunit, biosynthetic type	ilvB	CJJ81176_0602	1701	566.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	533451	533915	+	EAQ73246.1	acetolactate synthase, small subunit	ilvH	CJJ81176_0603	465	154.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	533912	534877	+	EAQ73066.1	UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase	lpxD	CJJ81176_0604	966	321.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	534866	535894	-	EAQ72973.1	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA	CJJ81176_0605	1029	342.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	535887	536624	-	EAQ73384.1	Sec-independent protein translocase TatC	tatC	CJJ81176_0606	738	245.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	536625	537032	-	EAQ73469.1	twin-arginine translocation protein TatB	tatB	CJJ81176_0607	408	135.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	537091	538158	-	EAQ73474.1	oxygen-independent coproporphyrinogen III oxidase, putative		CJJ81176_0608	1068	355.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	538259	538729	+	EAQ73270.1	(di)nucleoside polyphosphate hydrolase	nidH	CJJ81176_0609	471	156.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	538731	539933	+	EAQ73117.1	aspartate kinase, monofunctional class		CJJ81176_0610	1203	400.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	539934	540470	+	EAQ73179.1	hypothetical protein		CJJ81176_0611	537	178.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	540476	541075	+	EAQ73391.1	DNA polymerase III, delta prime subunit, homolog		CJJ81176_0612	600	199.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	541077	542219	+	EAQ73116.1	dihydropteroate synthase	folP	CJJ81176_0613	1143	380.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	542220	544163	+	EAQ73015.1	DNA ligase, NAD-dependent	ligA	CJJ81176_0614	1944	647.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	544201	545148	+	EAQ73042.2	membrane protein, putative		CJJ81176_0615	948	315.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	545145	545906	+	EAQ73153.1	hemolysin A	tlyA	CJJ81176_0616	762	253.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	545872	546726	+	EAQ73217.1	riboflavin biosynthesis protein RibF, putative		CJJ81176_0617	855	284.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	546716	547423	+	EAQ73152.1	methyltransferase, putative		CJJ81176_0618	708	235.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	547413	547628	-	EAQ73247.1	lipoprotein, putative		CJJ81176_0619	216	71.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	547625	548065	-	EAQ73368.1	hypothetical protein		CJJ81176_0620	441	146.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	548123	548755	-	EAQ73436.1	membrane protein, putative		CJJ81176_0621	633	210.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	548766	549416	-	EAQ73359.1	DNA/RNA non-specific endonuclease		CJJ81176_0622	651	216.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	549413	550039	-	EAQ72986.1	endonuclease III	nth	CJJ81176_0623	627	208.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	550120	550941	+	EAQ73401.1	major antigenic peptide PEB4		CJJ81176_0624	822	273.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	550941	552005	+	EAQ73283.1	fructose-bisphosphate aldolase	fbaA	CJJ81176_0625	1065	354.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	552100	553542	+	EAQ73190.1	hypothetical protein		CJJ81176_0626	1443	480.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	553539	554492	+	EAQ73326.1	chemotaxis protein MotB, putative		CJJ81176_0627	954	317.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	554479	555354	+	EAQ73033.1	hypothetical protein		CJJ81176_0628	876	291.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	555346	556689	-	EAQ73411.1	sodium-dependent transporter, putative		CJJ81176_0629	1344	447.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	556740	557408	-	EAQ73071.1	MOSC domain protein		CJJ81176_0630	669	222.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	557405	559108	-	EAQ73386.1	thiol:disulfide interchange protein DsbD	dsbD	CJJ81176_0631	1704	567.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	559203	559691	+	EAQ73457.1	hypothetical protein		CJJ81176_0632	489	162.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	559672	560085	+	EAQ73119.1	polyphosphate kinase 2		CJJ81176_0633	414	137.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	560094	561284	+	EAQ73048.1	carboxypeptidase		CJJ81176_0634	1191	396.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	561363	562535	+	EAQ72968.1	macrolide-specific efflux protein macA		CJJ81176_0635	1173	390.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	562535	564460	+	EAQ73027.1	macrolide-specific efflux protein macB		CJJ81176_0636	1926	641.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	564462	565832	+	EAQ73105.1	outer membrane efflux protein		CJJ81176_0637	1371	456.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	565834	567012	-	EAQ73208.1	hypothetical protein		CJJ81176_0638	1179	392.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	566999	568009	-	EAQ73321.1	hypothetical protein		CJJ81176_0639	1011	336.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	568010	569386	-	EAQ73379.1	alginate O-acetyltransferase AlgI	algI	CJJ81176_0640	1377	458.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	569429	569932	-	EAQ72988.1	nonheme iron-containing ferritin	ftn	CJJ81176_0641	504	167.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	570112	571107	+	EAQ73084.1	phosphate ABC transporter, periplasmic phosphate-binding protein, putative		CJJ81176_0642	996	331.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	571117	572031	+	EAQ73422.1	phosphate ABC transporter, permease protein PstC, putative		CJJ81176_0643	915	304.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	572028	573116	+	EAQ73355.1	phosphate ABC transporter, permease protein PstA, putative		CJJ81176_0644	1089	362.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	573113	573853	+	EAQ73478.1	phosphate ABC transporter, ATP-binding protein	pstB	CJJ81176_0645	741	246.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	573915	574526	+	EAQ73301.1	hypothetical protein		CJJ81176_0646	612	203.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	574496	575143	+	EAQ73250.1	hypothetical protein		CJJ81176_0647	648	215.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	575233	576549	+	EAQ73159.1	MATE efflux family protein		CJJ81176_0648	1317	438.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	576525	577172	+	EAQ72989.1	hypothetical protein		CJJ81176_0649	648	215.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	577214	578734	+	EAQ73074.1	hypothetical protein		CJJ81176_0650	1521	506.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	578715	580901	+	EAQ73361.1	[NiFe] hydrogenase maturation protein HypF	hypF	CJJ81176_0651	2187	728.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	580974	581717	+	EAQ73481.1	hydrogenase accessory protein HypB	hypB	CJJ81176_0652	744	247.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	581717	581998	+	EAQ73366.1	hydrogenase assembly chaperone HypC/HupF	hypC	CJJ81176_0653	282	93.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	581982	583073	+	EAQ73311.1	hydrogenase expression/formation protein HypD	hypD	CJJ81176_0654	1092	363.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	583070	584044	+	EAQ73009.1	hydrogenase expression/formation protein HypE	hypE	CJJ81176_0655	975	324.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	584044	584388	+	EAQ73213.1	hydrogenase nickel insertion protein HypA	hypA	CJJ81176_0656	345	114.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	584630	585367	-	EAQ73172.1	prophage Lp2 protein 6		CJJ81176_0657	738	245.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	585430	586398	-	EAQ72985.1	hypothetical protein		CJJ81176_0658	969	322.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	586391	588325	-	EAQ73339.1	RNB-like protein		CJJ81176_0659	1935	644.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	588444	589466	+	EAQ73148.1	ketol-acid reductoisomerase	ilvC	CJJ81176_0660	1023	340.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	589470	590552	+	EAQ73227.1	hypothetical protein		CJJ81176_0661	1083	360.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	590542	591315	+	EAQ73408.1	DNA processing protein A	dprA	CJJ81176_0662	774	257.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	591312	591695	+	EAQ73438.1	conserved hypothetical protein TIGR00250		CJJ81176_0663	384	127.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	591724	592563	+	EAQ72967.2	NOL1/NOP2/sun family protein		CJJ81176_0664	840	279.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	592739	593236	-	EAQ73147.1	peptide methionine sulfoxide reductase	msrA	CJJ81176_0665	498	165.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	593277	593795	-	EAQ73104.1	inorganic pyrophosphatase	ppa	CJJ81176_0666	519	172.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	593805	594383	-	EAQ73369.1	adenylate kinase	adk	CJJ81176_0667	579	192.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	594380	596131	-	EAQ73241.1	aspartyl-tRNA synthetase	aspS	CJJ81176_0668	1752	583.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	596222	597082	+	EAQ72980.1	ATP-NAD kinase, putative		CJJ81176_0669	861	286.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	597082	598605	+	EAQ73417.1	DNA repair protein RecN	recN	CJJ81176_0670	1524	507.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	598708	599952	+	EAQ73194.1	response regulator/GGDEF domain protein		CJJ81176_0671	1245	414.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	599943	600758	+	EAQ73143.1	hydrolase, TatD family		CJJ81176_0672	816	271.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	600758	601876	+	EAQ73142.1	membrane-bound lytic murein transglycosylase D, putative		CJJ81176_0673	1119	372.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	601863	602663	+	EAQ73111.2	rare lipoprotein A	rlpA	CJJ81176_0674	801	266.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	602669	603157	+	EAQ73049.1	phosphatase, YrbI family		CJJ81176_0675	489	162.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	603211	603663	+	EAQ72977.2	hypothetical protein		CJJ81176_0676	453	150.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	603645	604106	+	EAQ73449.1	OstA family protein		CJJ81176_0677	462	153.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	604103	604699	+	EAQ73396.1	GTP-binding protein		CJJ81176_0678	597	198.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	604696	605190	+	EAQ73402.1	membrane protein, putative		CJJ81176_0679	495	164.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	605191	606996	+	EAQ73445.1	penicillin-binding protein 2	pbpC	CJJ81176_0680	1806	601.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	607117	608907	-	EAQ73232.1	peptidase, M24 family		CJJ81176_0681	1791	596.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	608923	610005	-	EAQ73316.1	di-/tripeptide transporter		CJJ81176_0682	1083	360.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	609978	610475	-	EAQ73476.1	di-/tripeptide transporter		CJJ81176_0683	498	165.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	610646	610891	-	EAQ73023.2	di-/tripeptide transporter		CJJ81176_0684	246	81.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	611119	612174	-	EAQ72328.2	Di-/tripeptide transporter		CJJ81176_0685	1056	351.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	612301	612849	-	EAQ72441.1	hypothetical protein		CJJ81176_0686	549	182.0	CP000538.1
CDS	with_protein	GCA_000015525.1	Primary Assembly	chromosome		CP000538.1	612842	613897	-	EAQ72381.1	hypothetical protein		CJJ81176_0687	1056	351.0	CP000538.1
